year_film,year_award,ceremony,category,win,title
1956,1957,14,New Foreign Star Of The Year - Actor,TRUE,Jacques Bergerac
1956,1957,14,New Star Of The Year - Actor,TRUE,Tea and Sympathy
1956,1957,14,New Star Of The Year - Actor,TRUE,The Silver Chalice
1956,1957,14,New Star Of The Year - Actor,TRUE,Friendly Persuasion
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,TRUE,The King and I
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,FALSE,The Solid Gold Cadillac
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,FALSE,The Teahouse of the August Moon
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,FALSE,Bus Stop
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,FALSE,Bundle of Joy
1956,1957,14,Foreign Film - Foreign Language,TRUE,Before Sundown
1956,1957,14,Foreign Film - Foreign Language,TRUE,A Girl In Black
1956,1957,14,Foreign Film - Foreign Language,TRUE,The Rose On His Arm
1956,1957,14,Foreign Film - Foreign Language,TRUE,War and Peace
1956,1957,14,Foreign Film - Foreign Language,TRUE,The White Reindeer
1956,1957,14,Foreign Film - English Language,TRUE,Richard III  
1956,1957,14,Henrietta Award (World Film Favorites),TRUE,James Dean
1956,1957,14,Henrietta Award (World Film Favorites),TRUE,Kim Novak
1956,1957,14,Hollywood Citizenship Award,TRUE,Ronald Reagan
1957,1958,15,Best Motion Picture - Drama,TRUE,The Bridge on the River Kwai
1957,1958,15,Best Motion Picture - Drama,FALSE,12 Angry Men 
1957,1958,15,Best Motion Picture - Drama,FALSE,Wild is the Wind
1957,1958,15,Best Motion Picture - Drama,FALSE,Witness for the Prosecution
1957,1958,15,Best Motion Picture - Drama,FALSE,Sayonara
1957,1958,15,Best Motion Picture - Musical or Comedy,TRUE,Les Girls
1957,1958,15,Best Motion Picture - Musical or Comedy,FALSE,Don't Go Near The Water
1957,1958,15,Best Motion Picture - Musical or Comedy,FALSE,Love in the Afternoon
1957,1958,15,Best Motion Picture - Musical or Comedy,FALSE,Pal Joey
1957,1958,15,Best Motion Picture - Musical or Comedy,FALSE,Silk Stockings
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,TRUE,The Three Faces of Eve
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Witness for the Prosecution
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Heaven Knows, Mr. Allison
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Wild is the Wind
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,FALSE,A Hatful of Rain
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,TRUE,The Bridge on the River Kwai
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Sayonara
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,FALSE,12 Angry Men 
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,FALSE,A Hatful of Rain
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Witness for the Prosecution
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Pal Joey
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Don't Go Near The Water
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,My Man Godfrey
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Will Success Spoil Rock Hunter?
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Love in the Afternoon
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Witness for the Prosecution
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Peyton Place
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Peyton Place
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Story of Esther Costello
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Sayonara
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Sayonara
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Bridge on the River Kwai
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Raintree County
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Great Man
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,12 Angry Men 
1957,1958,15,Best Director - Motion Picture,TRUE,The Bridge on the River Kwai
1957,1958,15,Best Director - Motion Picture,FALSE,Sayonara
1957,1958,15,Best Director - Motion Picture,FALSE,12 Angry Men 
1957,1958,15,Best Director - Motion Picture,FALSE,Witness for the Prosecution
1957,1958,15,Best Director - Motion Picture,FALSE,A Hatful of Rain
1957,1958,15,Cecil B. deMille Award,FALSE,Buddy Adler
1957,1958,15,Promoting International Understanding,TRUE,The Happy Road
1957,1958,15,Television Achievement,TRUE,Jack Benny
1957,1958,15,Television Achievement,TRUE,Eddie Fisher
1957,1958,15,Television Achievement,TRUE,Alfred Hitchcock
1957,1958,15,Television Achievement,TRUE,Mike Wallace
1957,1958,15,Special Achievement Award,FALSE,Hugo Friedhofer
1957,1958,15,Special Achievement Award,FALSE,Zsa Zsa Gabor
1957,1958,15,Special Achievement Award,FALSE,Bob Hope
1957,1958,15,Special Achievement Award,FALSE,Le Roy Prinze
1957,1958,15,Special Achievement Award,FALSE,Jean Simmons
1957,1958,15,New Star Of The Year - Actress,TRUE,Until They Sail
1957,1958,15,New Star Of The Year - Actress,TRUE,Carolyn Jones
1957,1958,15,New Star Of The Year - Actress,TRUE,Peyton Place
1957,1958,15,New Star Of The Year - Actor,TRUE,Sayonara
1957,1958,15,New Star Of The Year - Actor,TRUE,This Happy Feeling
1957,1958,15,New Star Of The Year - Actor,TRUE,The Searchers
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,TRUE,Les Girls
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,TRUE,Les Girls
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,FALSE,Silk Stockings
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,FALSE,Love in the Afternoon
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,FALSE,This Could Be the Night
1957,1958,15,Foreign Film - Foreign Language,TRUE,Confessions Of Felix Krull
1957,1958,15,Foreign Film - Foreign Language,TRUE,Tizoc
1957,1958,15,Foreign Film - Foreign Language,TRUE,Kiiroi karasu (Yellow Crow)
1957,1958,15,Foreign Film - English Language,TRUE,Woman In A Dressing Gown
1957,1958,15,Henrietta Award (World Film Favorites),TRUE,Tony Curtis
1957,1958,15,Henrietta Award (World Film Favorites),TRUE,Doris Day
1958,1959,16,Best Motion Picture - Drama,TRUE,The Defiant Ones
1958,1959,16,Best Motion Picture - Drama,FALSE,Home Before Dark
1958,1959,16,Best Motion Picture - Drama,FALSE,I Want To Live!
1958,1959,16,Best Motion Picture - Drama,FALSE,Separate Tables
1958,1959,16,Best Motion Picture - Drama,FALSE,Cat on a Hot Tin Roof
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,TRUE,I Want To Live!
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Inn of the Sixth Happiness
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Separate Tables
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Some Came Running
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Home Before Dark
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Separate Tables
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Defiant Ones
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Defiant Ones
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Inn of the Sixth Happiness
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Old Man and the Sea
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Me and the Colonel
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Gigi
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Teacher's Pet
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Indiscreet
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Gigi
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Gigi
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Lonelyhearts
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Defiant Ones
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Auntie Mame
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Separate Tables
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,The Big Country
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Houseboat
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Proud Rebel
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Teacher's Pet
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Home Before Dark
1958,1959,16,Best Director - Motion Picture,TRUE,Gigi
1958,1959,16,Best Director - Motion Picture,FALSE,Cat on a Hot Tin Roof
1958,1959,16,Best Director - Motion Picture,FALSE,The Defiant Ones
1958,1959,16,Best Director - Motion Picture,FALSE,Separate Tables
1958,1959,16,Best Director - Motion Picture,FALSE,I Want To Live!
1958,1959,16,Cecil B. deMille Award,FALSE,Maurice Chevalier
1958,1959,16,Picture - Musical,TRUE,Gigi
1958,1959,16,Picture - Musical,FALSE,Damn Yankees
1958,1959,16,Picture - Musical,FALSE,Tom Thumb
1958,1959,16,Promoting International Understanding,TRUE,The Inn of the Sixth Happiness
1958,1959,16,Promoting International Understanding,FALSE,The Defiant Ones
1958,1959,16,Promoting International Understanding,FALSE,Me and the Colonel
1958,1959,16,Promoting International Understanding,FALSE,A Time to Love and a Time to Die
1958,1959,16,Promoting International Understanding,FALSE,The Young Lions
1958,1959,16,Picture - Comedy,TRUE,Auntie Mame
1958,1959,16,Picture - Comedy,FALSE,The Perfect Furlough
1958,1959,16,Picture - Comedy,FALSE,Bell, Book and Candle
1958,1959,16,Picture - Comedy,FALSE,Indiscreet
1958,1959,16,Picture - Comedy,FALSE,Me and the Colonel
1958,1959,16,Television Achievement,TRUE,Paul Coates
1958,1959,16,Television Achievement,TRUE,William Orr
1958,1959,16,Television Achievement,TRUE,Red Skelton
1958,1959,16,Television Achievement,TRUE,Ann Sothern
1958,1959,16,Television Achievement,TRUE,Ed Sullivan
1958,1959,16,Television Achievement,TRUE,Loretta Young
1958,1959,16,Special Achievement Award,FALSE,Shirley MacLaine
1958,1959,16,Samuel Goldwyn International Award,TRUE,Do Ankhen Barah Haath (Two Eyes, Twelve Hands)
1958,1959,16,New Star Of The Year - Actress,TRUE,The Perfect Furlough
1958,1959,16,New Star Of The Year - Actress,TRUE,The Gene Krupa Story
1958,1959,16,New Star Of The Year - Actress,TRUE,God's Little Acre
1958,1959,16,New Star Of The Year - Actress,FALSE,Auntie Mame
1958,1959,16,New Star Of The Year - Actress,FALSE,The Light in the Forest
1958,1959,16,New Star Of The Year - Actress,FALSE,South Pacific
1958,1959,16,New Star Of The Year - Actor,TRUE,In Love and War - 1958
1958,1959,16,New Star Of The Year - Actor,TRUE,A Time to Love and a Time to Die
1958,1959,16,New Star Of The Year - Actor,TRUE,Too Much, Too Soon
1958,1959,16,New Star Of The Year - Actor,FALSE,The Proud Rebel
1958,1959,16,New Star Of The Year - Actor,FALSE,Rio Bravo
1958,1959,16,New Star Of The Year - Actor,FALSE,10 North Frederick
1958,1959,16,Juvenile Performance,TRUE,The Proud Rebel
1958,1959,16,Actress In A Leading Role - Musical Or Comedy,TRUE,Auntie Mame
1958,1959,16,Actress In A Leading Role - Musical Or Comedy,FALSE,Indiscreet
1958,1959,16,Actress In A Leading Role - Musical Or Comedy,FALSE,Gigi
1958,1959,16,Actress In A Leading Role - Musical Or Comedy,FALSE,The Tunnel of Love
1958,1959,16,Actress In A Leading Role - Musical Or Comedy,FALSE,South Pacific
1958,1959,16,Foreign Film - Foreign Language,TRUE,Rosemary
1958,1959,16,Foreign Film - Foreign Language,TRUE,The Year Long Road
1958,1959,16,Foreign Film - Foreign Language,TRUE,L'eau vive (Girl And The River)
1958,1959,16,Foreign Film - English Language,TRUE,A Night To Remember
1958,1959,16,Henrietta Award (World Film Favorites),TRUE,Rock Hudson
1958,1959,16,Henrietta Award (World Film Favorites),TRUE,Deborah Kerr
1959,1960,17,Best Motion Picture - Drama,TRUE,Ben-Hur
1959,1960,17,Best Motion Picture - Drama,FALSE,Anatomy of a Murder
1959,1960,17,Best Motion Picture - Drama,FALSE,The Diary of Anne Frank
1959,1960,17,Best Motion Picture - Drama,FALSE,The Nun's Story
1959,1960,17,Best Motion Picture - Drama,FALSE,On The Beach
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,TRUE,Suddenly, Last Summer
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,FALSE,The Nun's Story
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Anatomy of a Murder
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Room At The Top
1959,1960,17,Best Performance by an Actress in a Motion Picture - Drama,FALSE,Suddenly, Last Summer
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,TRUE,Career
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,FALSE,The Diary of Anne Frank
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Look Back In Anger
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Ben-Hur
1959,1960,17,Best Performance by an Actor in a Motion Picture - Drama,FALSE,Middle of the Night
1959,1960,17,Best Performance by an Actor in a Motion Picture - Musical or Comedy,TRUE,Some Like It Hot
1959,1960,17,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,But Not For Me
1959,1960,17,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Operation Petticoat
1959,1960,17,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Who Was That Lady?
1959,1960,17,Best Performance by an Actor in a Motion Picture - Musical or Comedy,FALSE,Porgy and Bess
1959,1960,17,Best Performance by an Actress in a Supporting Role in any Motion Picture,TRUE,Imitation of Life
1959,1960,17,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Nun's Story
1959,1960,17,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Take a Giant Step
1959,1960,17,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,Imitation of Life
1959,1960,17,Best Performance by an Actress in a Supporting Role in any Motion Picture,FALSE,The Diary of Anne Frank
1959,1960,17,Best Performance by an Actor in a Supporting Role in any Motion Picture,TRUE,Ben-Hur
1959,1960,17,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,On The Beach
1959,1960,17,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Pillow Talk
1959,1960,17,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,The Young Philadelphians
1959,1960,17,Best Performance by an Actor in a Supporting Role in any Motion Picture,FALSE,Anatomy of a Murder
1959,1960,17,Best Director - Motion Picture,TRUE,Ben-Hur
1959,1960,17,Best Director - Motion Picture,FALSE,On The Beach
1959,1960,17,Best Director - Motion Picture,FALSE,Anatomy of a Murder
1959,1960,17,Best Director - Motion Picture,FALSE,The Diary of Anne Frank
1959,1960,17,Best Director - Motion Picture,FALSE,The Nun's Story
1959,1960,17,Best Original Score - Motion Picture,TRUE,On The Beach
1959,1960,17,Cecil B. deMille Award,FALSE,Bing Crosby
1959,1960,17,Famous Silent Filmstars,FALSE,Ramon Novarro
1959,1960,17,Picture - Musical,TRUE,Porgy and Bess
1959,1960,17,Picture - Musical,FALSE,The Five Pennies
1959,1960,17,Picture - Musical,FALSE,Li'l Abner
1959,1960,17,Picture - Musical,FALSE,A Private's Affair
